Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/filter_sg_0_audio_ce,MyRtl_i/filter_sg_0_audio_out[19:0]
12513,12513,0,1,-4
12514,12514,0,1,9
12515,12515,0,1,13
12516,12516,0,1,19
12517,12517,0,1,28
12518,12518,0,1,31
12519,12519,0,1,38
12520,12520,0,1,39
12521,12521,0,1,41
12522,12522,0,1,49
12523,12523,0,1,54
12524,12524,0,1,56
12525,12525,0,1,54
12526,12526,0,1,54
12527,12527,0,1,57
12528,12528,0,1,59
12529,12529,0,1,61
12530,12530,0,1,66
12531,12531,0,1,67
12532,12532,0,1,75
12533,12533,0,1,73
12534,12534,0,1,80
12535,12535,0,1,95
12536,12536,0,1,99
12537,12537,0,1,108
12538,12538,0,1,114
12539,12539,0,1,113
12540,12540,0,1,119
12541,12541,0,1,119
12542,12542,0,1,122
12543,12543,0,1,130
12544,12544,0,1,130
12545,12545,0,1,131
12546,12546,0,1,127
12547,12547,0,1,131
12548,12548,0,1,126
12549,12549,0,1,125
12550,12550,0,1,117
12551,12551,0,1,112
12552,12552,0,1,110
12553,12553,0,1,101
12554,12554,0,1,88
12555,12555,0,1,78
12556,12556,0,1,63
12557,12557,0,1,54
12558,12558,0,1,39
12559,12559,0,1,29
12560,12560,0,1,17
12561,12561,0,1,2
12562,12562,0,1,-10
12563,12563,0,1,-25
12564,12564,0,1,-34
12565,12565,0,1,-49
12566,12566,0,1,-58
12567,12567,0,1,-70
12568,12568,0,1,-84
12569,12569,0,1,-93
12570,12570,0,1,-97
12571,12571,0,1,-107
12572,12572,0,1,-112
12573,12573,0,1,-114
12574,12574,0,1,-120
12575,12575,0,1,-122
12576,12576,0,1,-128
12577,12577,0,1,-131
12578,12578,0,1,-130
12579,12579,0,1,-132
12580,12580,0,1,-136
12581,12581,0,1,-135
12582,12582,0,1,-142
12583,12583,0,1,-139
12584,12584,0,1,-134
12585,12585,0,1,-132
12586,12586,0,1,-127
12587,12587,0,1,-119
12588,12588,0,1,-108
12589,12589,0,1,-105
12590,12590,0,1,-97
12591,12591,0,1,-86
12592,12592,0,1,-82
12593,12593,0,1,-74
12594,12594,0,1,-65
12595,12595,0,1,-57
12596,12596,0,1,-47
12597,12597,0,1,-41
12598,12598,0,1,-31
12599,12599,0,1,-22
12600,12600,0,1,-9
12601,12601,0,1,-4
12602,12602,0,1,0
12603,12603,0,1,10
12604,12604,0,1,18
12605,12605,0,1,21
12606,12606,0,1,32
12607,12607,0,1,30
12608,12608,0,1,38
12609,12609,0,1,40
12610,12610,0,1,46
12611,12611,0,1,48
12612,12612,0,1,58
12613,12613,0,1,56
12614,12614,0,1,53
12615,12615,0,1,60
12616,12616,0,1,60
12617,12617,0,1,54
12618,12618,0,1,62
12619,12619,0,1,64
12620,12620,0,1,65
12621,12621,0,1,67
12622,12622,0,1,75
12623,12623,0,1,78
12624,12624,0,1,92
12625,12625,0,1,99
12626,12626,0,1,102
12627,12627,0,1,108
12628,12628,0,1,115
12629,12629,0,1,113
12630,12630,0,1,120
12631,12631,0,1,119
12632,12632,0,1,125
12633,12633,0,1,126
12634,12634,0,1,123
12635,12635,0,1,128
12636,12636,0,1,128
12637,12637,0,1,126
12638,12638,0,1,119
12639,12639,0,1,114
12640,12640,0,1,111
12641,12641,0,1,106
12642,12642,0,1,97
12643,12643,0,1,86
12644,12644,0,1,79
12645,12645,0,1,64
12646,12646,0,1,55
12647,12647,0,1,43
12648,12648,0,1,27
12649,12649,0,1,14
12650,12650,0,1,-4
12651,12651,0,1,-19
12652,12652,0,1,-28
12653,12653,0,1,-37
12654,12654,0,1,-49
12655,12655,0,1,-64
12656,12656,0,1,-76
12657,12657,0,1,-88
12658,12658,0,1,-98
12659,12659,0,1,-107
12660,12660,0,1,-111
12661,12661,0,1,-114
12662,12662,0,1,-124
12663,12663,0,1,-121
12664,12664,0,1,-123
12665,12665,0,1,-131
12666,12666,0,1,-133
12667,12667,0,1,-136
12668,12668,0,1,-137
12669,12669,0,1,-142
12670,12670,0,1,-141
12671,12671,0,1,-141
12672,12672,0,1,-143
12673,12673,0,1,-139
12674,12674,0,1,-139
12675,12675,0,1,-130
12676,12676,0,1,-121
12677,12677,0,1,-116
12678,12678,0,1,-103
12679,12679,0,1,-94
12680,12680,0,1,-82
12681,12681,0,1,-75
12682,12682,0,1,-70
12683,12683,0,1,-61
12684,12684,0,1,-60
12685,12685,0,1,-49
12686,12686,0,1,-39
12687,12687,0,1,-27
12688,12688,0,1,-22
12689,12689,0,1,-13
12690,12690,0,1,-7
12691,12691,0,1,7
12692,12692,0,1,7
12693,12693,0,1,18
12694,12694,0,1,21
12695,12695,0,1,29
12696,12696,0,1,29
12697,12697,0,1,38
12698,12698,0,1,43
12699,12699,0,1,48
12700,12700,0,1,49
12701,12701,0,1,56
12702,12702,0,1,57
12703,12703,0,1,58
12704,12704,0,1,56
12705,12705,0,1,62
12706,12706,0,1,60
12707,12707,0,1,62
12708,12708,0,1,62
12709,12709,0,1,66
12710,12710,0,1,77
12711,12711,0,1,83
12712,12712,0,1,90
12713,12713,0,1,95
12714,12714,0,1,101
12715,12715,0,1,104
12716,12716,0,1,112
12717,12717,0,1,121
12718,12718,0,1,123
12719,12719,0,1,124
12720,12720,0,1,124
12721,12721,0,1,129
12722,12722,0,1,127
12723,12723,0,1,130
12724,12724,0,1,131
12725,12725,0,1,131
12726,12726,0,1,131
12727,12727,0,1,122
12728,12728,0,1,120
12729,12729,0,1,117
12730,12730,0,1,109
12731,12731,0,1,93
12732,12732,0,1,85
12733,12733,0,1,74
12734,12734,0,1,60
12735,12735,0,1,50
12736,12736,0,1,39
12737,12737,0,1,27
12738,12738,0,1,10
12739,12739,0,1,-3
12740,12740,0,1,-16
12741,12741,0,1,-32
12742,12742,0,1,-42
12743,12743,0,1,-56
12744,12744,0,1,-69
12745,12745,0,1,-84
12746,12746,0,1,-91
12747,12747,0,1,-99
12748,12748,0,1,-109
12749,12749,0,1,-112
12750,12750,0,1,-116
12751,12751,0,1,-123
12752,12752,0,1,-124
12753,12753,0,1,-130
12754,12754,0,1,-128
12755,12755,0,1,-131
12756,12756,0,1,-138
12757,12757,0,1,-141
12758,12758,0,1,-136
12759,12759,0,1,-140
12760,12760,0,1,-140
12761,12761,0,1,-142
12762,12762,0,1,-137
12763,12763,0,1,-133
12764,12764,0,1,-123
12765,12765,0,1,-119
12766,12766,0,1,-110
12767,12767,0,1,-100
12768,12768,0,1,-91
12769,12769,0,1,-81
12770,12770,0,1,-78
12771,12771,0,1,-69
12772,12772,0,1,-58
12773,12773,0,1,-58
12774,12774,0,1,-44
12775,12775,0,1,-36
12776,12776,0,1,-30
12777,12777,0,1,-19
12778,12778,0,1,-10
12779,12779,0,1,-4
12780,12780,0,1,3
12781,12781,0,1,14
12782,12782,0,1,18
12783,12783,0,1,23
12784,12784,0,1,28
12785,12785,0,1,32
12786,12786,0,1,38
12787,12787,0,1,45
12788,12788,0,1,47
12789,12789,0,1,51
12790,12790,0,1,56
12791,12791,0,1,51
12792,12792,0,1,52
12793,12793,0,1,52
12794,12794,0,1,55
12795,12795,0,1,53
12796,12796,0,1,60
12797,12797,0,1,63
12798,12798,0,1,63
12799,12799,0,1,69
12800,12800,0,1,75
12801,12801,0,1,82
12802,12802,0,1,93
12803,12803,0,1,95
12804,12804,0,1,104
12805,12805,0,1,110
12806,12806,0,1,114
12807,12807,0,1,114
12808,12808,0,1,120
12809,12809,0,1,123
12810,12810,0,1,124
12811,12811,0,1,124
12812,12812,0,1,125
12813,12813,0,1,127
12814,12814,0,1,124
12815,12815,0,1,125
12816,12816,0,1,121
12817,12817,0,1,115
12818,12818,0,1,104
12819,12819,0,1,95
12820,12820,0,1,89
12821,12821,0,1,79
12822,12822,0,1,68
12823,12823,0,1,54
12824,12824,0,1,42
12825,12825,0,1,29
12826,12826,0,1,19
12827,12827,0,1,6
12828,12828,0,1,-10
12829,12829,0,1,-17
12830,12830,0,1,-35
12831,12831,0,1,-50
12832,12832,0,1,-63
12833,12833,0,1,-74
12834,12834,0,1,-85
12835,12835,0,1,-97
12836,12836,0,1,-102
12837,12837,0,1,-112
12838,12838,0,1,-118
12839,12839,0,1,-117
12840,12840,0,1,-123
12841,12841,0,1,-130
12842,12842,0,1,-131
12843,12843,0,1,-133
12844,12844,0,1,-136
12845,12845,0,1,-138
12846,12846,0,1,-140
12847,12847,0,1,-142
12848,12848,0,1,-142
12849,12849,0,1,-142
12850,12850,0,1,-140
12851,12851,0,1,-137
12852,12852,0,1,-132
12853,12853,0,1,-124
12854,12854,0,1,-119
12855,12855,0,1,-107
12856,12856,0,1,-95
12857,12857,0,1,-86
12858,12858,0,1,-83
12859,12859,0,1,-69
12860,12860,0,1,-67
12861,12861,0,1,-57
12862,12862,0,1,-49
12863,12863,0,1,-41
12864,12864,0,1,-36
12865,12865,0,1,-25
12866,12866,0,1,-12
12867,12867,0,1,-7
12868,12868,0,1,3
12869,12869,0,1,11
12870,12870,0,1,16
12871,12871,0,1,25
12872,12872,0,1,27
12873,12873,0,1,38
12874,12874,0,1,43
12875,12875,0,1,46
12876,12876,0,1,52
12877,12877,0,1,54
12878,12878,0,1,57
12879,12879,0,1,58
12880,12880,0,1,60
12881,12881,0,1,61
12882,12882,0,1,57
12883,12883,0,1,61
12884,12884,0,1,64
12885,12885,0,1,62
12886,12886,0,1,69
12887,12887,0,1,78
12888,12888,0,1,80
12889,12889,0,1,86
12890,12890,0,1,93
12891,12891,0,1,102
12892,12892,0,1,104
12893,12893,0,1,113
12894,12894,0,1,119
12895,12895,0,1,123
12896,12896,0,1,124
12897,12897,0,1,127
12898,12898,0,1,129
12899,12899,0,1,134
12900,12900,0,1,129
12901,12901,0,1,132
12902,12902,0,1,136
12903,12903,0,1,135
12904,12904,0,1,126
12905,12905,0,1,125
12906,12906,0,1,116
12907,12907,0,1,108
12908,12908,0,1,105
12909,12909,0,1,93
12910,12910,0,1,82
12911,12911,0,1,69
12912,12912,0,1,60
12913,12913,0,1,45
12914,12914,0,1,35
12915,12915,0,1,19
12916,12916,0,1,5
12917,12917,0,1,-12
12918,12918,0,1,-22
12919,12919,0,1,-36
12920,12920,0,1,-46
12921,12921,0,1,-61
12922,12922,0,1,-70
12923,12923,0,1,-83
12924,12924,0,1,-95
12925,12925,0,1,-101
12926,12926,0,1,-108
12927,12927,0,1,-118
12928,12928,0,1,-119
12929,12929,0,1,-122
12930,12930,0,1,-128
12931,12931,0,1,-128
12932,12932,0,1,-134
12933,12933,0,1,-131
12934,12934,0,1,-137
12935,12935,0,1,-137
12936,12936,0,1,-145
12937,12937,0,1,-145
12938,12938,0,1,-143
12939,12939,0,1,-141
12940,12940,0,1,-136
12941,12941,0,1,-130
12942,12942,0,1,-127
12943,12943,0,1,-116
12944,12944,0,1,-107
12945,12945,0,1,-102
12946,12946,0,1,-93
12947,12947,0,1,-79
12948,12948,0,1,-75
12949,12949,0,1,-68
12950,12950,0,1,-58
12951,12951,0,1,-55
12952,12952,0,1,-45
12953,12953,0,1,-39
12954,12954,0,1,-28
12955,12955,0,1,-20
12956,12956,0,1,-15
12957,12957,0,1,-6
12958,12958,0,1,6
12959,12959,0,1,12
12960,12960,0,1,20
12961,12961,0,1,23
12962,12962,0,1,31
12963,12963,0,1,29
12964,12964,0,1,34
12965,12965,0,1,43
12966,12966,0,1,43
12967,12967,0,1,47
12968,12968,0,1,56
12969,12969,0,1,54
12970,12970,0,1,54
12971,12971,0,1,52
12972,12972,0,1,59
12973,12973,0,1,59
12974,12974,0,1,63
12975,12975,0,1,66
12976,12976,0,1,70
12977,12977,0,1,79
12978,12978,0,1,82
12979,12979,0,1,89
12980,12980,0,1,99
12981,12981,0,1,99
12982,12982,0,1,108
12983,12983,0,1,111
12984,12984,0,1,118
12985,12985,0,1,118
12986,12986,0,1,127
12987,12987,0,1,125
12988,12988,0,1,127
12989,12989,0,1,129
12990,12990,0,1,130
12991,12991,0,1,129
12992,12992,0,1,130
12993,12993,0,1,124
12994,12994,0,1,116
12995,12995,0,1,114
12996,12996,0,1,110
12997,12997,0,1,101
12998,12998,0,1,91
12999,12999,0,1,78
13000,13000,0,1,66
13001,13001,0,1,53
13002,13002,0,1,41
13003,13003,0,1,26
13004,13004,0,1,16
13005,13005,0,1,5
13006,13006,0,1,-13
13007,13007,0,1,-25
13008,13008,0,1,-45
13009,13009,0,1,-55
13010,13010,0,1,-69
13011,13011,0,1,-78
13012,13012,0,1,-89
13013,13013,0,1,-100
13014,13014,0,1,-111
13015,13015,0,1,-114
13016,13016,0,1,-119
13017,13017,0,1,-123
13018,13018,0,1,-130
13019,13019,0,1,-132
13020,13020,0,1,-135
13021,13021,0,1,-136
13022,13022,0,1,-138
13023,13023,0,1,-138
13024,13024,0,1,-147
13025,13025,0,1,-148
13026,13026,0,1,-148
13027,13027,0,1,-141
13028,13028,0,1,-141
13029,13029,0,1,-134
13030,13030,0,1,-135
13031,13031,0,1,-120
13032,13032,0,1,-117
13033,13033,0,1,-107
13034,13034,0,1,-97
13035,13035,0,1,-85
13036,13036,0,1,-80
13037,13037,0,1,-67
13038,13038,0,1,-65
13039,13039,0,1,-57
13040,13040,0,1,-48
13041,13041,0,1,-39
13042,13042,0,1,-29
13043,13043,0,1,-24
13044,13044,0,1,-10
13045,13045,0,1,-5
13046,13046,0,1,1
13047,13047,0,1,12
13048,13048,0,1,17
13049,13049,0,1,27
13050,13050,0,1,26
13051,13051,0,1,29
13052,13052,0,1,38
13053,13053,0,1,43
13054,13054,0,1,48
13055,13055,0,1,52
13056,13056,0,1,57
13057,13057,0,1,57
13058,13058,0,1,60
13059,13059,0,1,58
13060,13060,0,1,57
13061,13061,0,1,62
13062,13062,0,1,65
13063,13063,0,1,64
13064,13064,0,1,67
13065,13065,0,1,73
13066,13066,0,1,79
13067,13067,0,1,86
13068,13068,0,1,95
13069,13069,0,1,99
13070,13070,0,1,105
13071,13071,0,1,111
13072,13072,0,1,113
13073,13073,0,1,120
13074,13074,0,1,121
13075,13075,0,1,127
13076,13076,0,1,126
13077,13077,0,1,127
13078,13078,0,1,131
13079,13079,0,1,133
13080,13080,0,1,134
13081,13081,0,1,135
13082,13082,0,1,128
13083,13083,0,1,123
13084,13084,0,1,121
13085,13085,0,1,107
13086,13086,0,1,101
13087,13087,0,1,92
13088,13088,0,1,82
13089,13089,0,1,69
13090,13090,0,1,58
13091,13091,0,1,41
13092,13092,0,1,30
13093,13093,0,1,18
13094,13094,0,1,5
13095,13095,0,1,-6
13096,13096,0,1,-23
13097,13097,0,1,-33
13098,13098,0,1,-47
13099,13099,0,1,-59
13100,13100,0,1,-78
13101,13101,0,1,-87
13102,13102,0,1,-99
13103,13103,0,1,-104
13104,13104,0,1,-110
13105,13105,0,1,-112
13106,13106,0,1,-120
13107,13107,0,1,-127
13108,13108,0,1,-126
13109,13109,0,1,-128
13110,13110,0,1,-129
13111,13111,0,1,-131
13112,13112,0,1,-138
13113,13113,0,1,-142
13114,13114,0,1,-146
13115,13115,0,1,-138
13116,13116,0,1,-141
13117,13117,0,1,-141
13118,13118,0,1,-134
13119,13119,0,1,-126
13120,13120,0,1,-124
13121,13121,0,1,-112
13122,13122,0,1,-102
13123,13123,0,1,-100
13124,13124,0,1,-85
13125,13125,0,1,-82
13126,13126,0,1,-69
13127,13127,0,1,-64
13128,13128,0,1,-57
13129,13129,0,1,-54
13130,13130,0,1,-42
13131,13131,0,1,-30
13132,13132,0,1,-25
13133,13133,0,1,-15
13134,13134,0,1,-6
13135,13135,0,1,3
13136,13136,0,1,6
13137,13137,0,1,9
13138,13138,0,1,16
13139,13139,0,1,23
13140,13140,0,1,29
13141,13141,0,1,34
13142,13142,0,1,36
13143,13143,0,1,43
13144,13144,0,1,43
13145,13145,0,1,46
13146,13146,0,1,49
13147,13147,0,1,49
13148,13148,0,1,54
13149,13149,0,1,54
13150,13150,0,1,54
13151,13151,0,1,57
13152,13152,0,1,60
13153,13153,0,1,64
13154,13154,0,1,67
13155,13155,0,1,74
13156,13156,0,1,86
13157,13157,0,1,93
13158,13158,0,1,97
13159,13159,0,1,104
13160,13160,0,1,110
13161,13161,0,1,115
13162,13162,0,1,115
13163,13163,0,1,121
13164,13164,0,1,127
13165,13165,0,1,124
13166,13166,0,1,128
13167,13167,0,1,129
13168,13168,0,1,127
13169,13169,0,1,129
13170,13170,0,1,127
13171,13171,0,1,124
13172,13172,0,1,121
13173,13173,0,1,115
13174,13174,0,1,105
13175,13175,0,1,93
13176,13176,0,1,88
13177,13177,0,1,72
13178,13178,0,1,64
13179,13179,0,1,47
13180,13180,0,1,37
13181,13181,0,1,23
13182,13182,0,1,8
13183,13183,0,1,-3
13184,13184,0,1,-22
13185,13185,0,1,-36
13186,13186,0,1,-42
13187,13187,0,1,-59
13188,13188,0,1,-68
13189,13189,0,1,-81
13190,13190,0,1,-90
13191,13191,0,1,-101
13192,13192,0,1,-108
13193,13193,0,1,-116
13194,13194,0,1,-120
13195,13195,0,1,-120
13196,13196,0,1,-128
13197,13197,0,1,-128
13198,13198,0,1,-131
13199,13199,0,1,-130
13200,13200,0,1,-135
13201,13201,0,1,-139
13202,13202,0,1,-145
13203,13203,0,1,-146
13204,13204,0,1,-139
13205,13205,0,1,-140
13206,13206,0,1,-140
13207,13207,0,1,-136
13208,13208,0,1,-127
13209,13209,0,1,-119
13210,13210,0,1,-112
13211,13211,0,1,-99
13212,13212,0,1,-93
13213,13213,0,1,-82
13214,13214,0,1,-77
13215,13215,0,1,-66
13216,13216,0,1,-55
13217,13217,0,1,-48
13218,13218,0,1,-40
13219,13219,0,1,-38
13220,13220,0,1,-23
13221,13221,0,1,-14
13222,13222,0,1,-6
13223,13223,0,1,2
13224,13224,0,1,7
13225,13225,0,1,16
13226,13226,0,1,19
13227,13227,0,1,30
13228,13228,0,1,32
13229,13229,0,1,37
13230,13230,0,1,40
13231,13231,0,1,47
13232,13232,0,1,52
13233,13233,0,1,55
13234,13234,0,1,54
13235,13235,0,1,56
13236,13236,0,1,59
13237,13237,0,1,59
13238,13238,0,1,61
13239,13239,0,1,66
13240,13240,0,1,62
13241,13241,0,1,69
13242,13242,0,1,74
13243,13243,0,1,79
13244,13244,0,1,83
13245,13245,0,1,93
13246,13246,0,1,96
13247,13247,0,1,109
13248,13248,0,1,116
13249,13249,0,1,117
13250,13250,0,1,121
13251,13251,0,1,121
13252,13252,0,1,130
13253,13253,0,1,129
13254,13254,0,1,128
13255,13255,0,1,129
13256,13256,0,1,130
13257,13257,0,1,131
13258,13258,0,1,134
13259,13259,0,1,128
13260,13260,0,1,130
13261,13261,0,1,122
13262,13262,0,1,117
13263,13263,0,1,105
13264,13264,0,1,95
13265,13265,0,1,85
13266,13266,0,1,77
13267,13267,0,1,61
13268,13268,0,1,49
13269,13269,0,1,40
13270,13270,0,1,24
13271,13271,0,1,8
13272,13272,0,1,-3
13273,13273,0,1,-15
13274,13274,0,1,-32
13275,13275,0,1,-45
13276,13276,0,1,-58
13277,13277,0,1,-71
13278,13278,0,1,-83
13279,13279,0,1,-89
13280,13280,0,1,-96
13281,13281,0,1,-104
13282,13282,0,1,-115
13283,13283,0,1,-114
13284,13284,0,1,-125
13285,13285,0,1,-127
13286,13286,0,1,-129
13287,13287,0,1,-129
13288,13288,0,1,-135
13289,13289,0,1,-135
13290,13290,0,1,-140
13291,13291,0,1,-146
13292,13292,0,1,-141
13293,13293,0,1,-144
13294,13294,0,1,-142
13295,13295,0,1,-139
13296,13296,0,1,-138
13297,13297,0,1,-131
13298,13298,0,1,-120
13299,13299,0,1,-114
13300,13300,0,1,-100
13301,13301,0,1,-94
13302,13302,0,1,-83
13303,13303,0,1,-79
13304,13304,0,1,-73
13305,13305,0,1,-61
13306,13306,0,1,-57
13307,13307,0,1,-51
13308,13308,0,1,-42
13309,13309,0,1,-33
13310,13310,0,1,-24
13311,13311,0,1,-14
13312,13312,0,1,-10
13313,13313,0,1,2
13314,13314,0,1,13
13315,13315,0,1,17
13316,13316,0,1,24
13317,13317,0,1,27
13318,13318,0,1,30
13319,13319,0,1,35
13320,13320,0,1,37
13321,13321,0,1,44
13322,13322,0,1,50
13323,13323,0,1,50
13324,13324,0,1,51
13325,13325,0,1,48
13326,13326,0,1,48
13327,13327,0,1,55
13328,13328,0,1,51
13329,13329,0,1,53
13330,13330,0,1,62
13331,13331,0,1,65
13332,13332,0,1,74
13333,13333,0,1,75
13334,13334,0,1,82
13335,13335,0,1,92
13336,13336,0,1,101
13337,13337,0,1,107
13338,13338,0,1,111
13339,13339,0,1,111
13340,13340,0,1,118
13341,13341,0,1,124
13342,13342,0,1,123
13343,13343,0,1,128
13344,13344,0,1,125
13345,13345,0,1,130
13346,13346,0,1,128
13347,13347,0,1,127
13348,13348,0,1,124
13349,13349,0,1,122
13350,13350,0,1,108
13351,13351,0,1,106
13352,13352,0,1,92
13353,13353,0,1,83
13354,13354,0,1,79
13355,13355,0,1,66
13356,13356,0,1,52
13357,13357,0,1,40
13358,13358,0,1,27
13359,13359,0,1,14
13360,13360,0,1,-3
13361,13361,0,1,-17
13362,13362,0,1,-31
13363,13363,0,1,-40
13364,13364,0,1,-51
13365,13365,0,1,-68
13366,13366,0,1,-77
13367,13367,0,1,-88
13368,13368,0,1,-98
13369,13369,0,1,-105
13370,13370,0,1,-114
13371,13371,0,1,-117
13372,13372,0,1,-125
13373,13373,0,1,-123
13374,13374,0,1,-122
13375,13375,0,1,-125
13376,13376,0,1,-129
13377,13377,0,1,-131
13378,13378,0,1,-136
13379,13379,0,1,-136
13380,13380,0,1,-140
13381,13381,0,1,-140
13382,13382,0,1,-140
13383,13383,0,1,-138
13384,13384,0,1,-134
13385,13385,0,1,-131
13386,13386,0,1,-121
13387,13387,0,1,-116
13388,13388,0,1,-104
13389,13389,0,1,-94
13390,13390,0,1,-85
13391,13391,0,1,-78
13392,13392,0,1,-67
13393,13393,0,1,-59
13394,13394,0,1,-55
13395,13395,0,1,-43
13396,13396,0,1,-39
13397,13397,0,1,-35
13398,13398,0,1,-25
13399,13399,0,1,-13
13400,13400,0,1,-9
13401,13401,0,1,0
13402,13402,0,1,9
13403,13403,0,1,19
13404,13404,0,1,24
13405,13405,0,1,30
13406,13406,0,1,34
13407,13407,0,1,38
13408,13408,0,1,47
13409,13409,0,1,47
13410,13410,0,1,54
13411,13411,0,1,60
13412,13412,0,1,62
13413,13413,0,1,56
13414,13414,0,1,60
13415,13415,0,1,61
13416,13416,0,1,62
13417,13417,0,1,67
13418,13418,0,1,68
13419,13419,0,1,71
13420,13420,0,1,77
13421,13421,0,1,87
13422,13422,0,1,91
13423,13423,0,1,100
13424,13424,0,1,101
13425,13425,0,1,107
13426,13426,0,1,116
13427,13427,0,1,121
13428,13428,0,1,127
13429,13429,0,1,126
13430,13430,0,1,129
13431,13431,0,1,131
13432,13432,0,1,133
13433,13433,0,1,137
13434,13434,0,1,132
13435,13435,0,1,134
13436,13436,0,1,135
13437,13437,0,1,127
13438,13438,0,1,122
13439,13439,0,1,115
13440,13440,0,1,110
13441,13441,0,1,104
13442,13442,0,1,89
13443,13443,0,1,79
13444,13444,0,1,68
13445,13445,0,1,52
13446,13446,0,1,44
13447,13447,0,1,31
13448,13448,0,1,18
13449,13449,0,1,8
13450,13450,0,1,-11
13451,13451,0,1,-23
13452,13452,0,1,-36
13453,13453,0,1,-49
13454,13454,0,1,-60
13455,13455,0,1,-72
13456,13456,0,1,-79
13457,13457,0,1,-96
13458,13458,0,1,-103
13459,13459,0,1,-106
13460,13460,0,1,-117
13461,13461,0,1,-118
13462,13462,0,1,-125
13463,13463,0,1,-122
13464,13464,0,1,-126
13465,13465,0,1,-129
13466,13466,0,1,-134
13467,13467,0,1,-141
13468,13468,0,1,-144
13469,13469,0,1,-140
13470,13470,0,1,-145
13471,13471,0,1,-142
13472,13472,0,1,-140
13473,13473,0,1,-137
13474,13474,0,1,-136
13475,13475,0,1,-125
13476,13476,0,1,-120
13477,13477,0,1,-111
13478,13478,0,1,-102
13479,13479,0,1,-93
13480,13480,0,1,-82
13481,13481,0,1,-79
13482,13482,0,1,-67
13483,13483,0,1,-57
13484,13484,0,1,-56
13485,13485,0,1,-42
13486,13486,0,1,-37
13487,13487,0,1,-32
13488,13488,0,1,-20
13489,13489,0,1,-14
13490,13490,0,1,1
13491,13491,0,1,5
13492,13492,0,1,8
13493,13493,0,1,21
13494,13494,0,1,24
13495,13495,0,1,27
13496,13496,0,1,31
13497,13497,0,1,36
13498,13498,0,1,39
13499,13499,0,1,43
13500,13500,0,1,46
13501,13501,0,1,48
13502,13502,0,1,51
13503,13503,0,1,50
13504,13504,0,1,49
13505,13505,0,1,54
13506,13506,0,1,55
13507,13507,0,1,59
13508,13508,0,1,63
13509,13509,0,1,70
13510,13510,0,1,75
13511,13511,0,1,81
13512,13512,0,1,89
13513,13513,0,1,92
13514,13514,0,1,101
13515,13515,0,1,104
13516,13516,0,1,112
13517,13517,0,1,115
13518,13518,0,1,120
13519,13519,0,1,123
13520,13520,0,1,126
13521,13521,0,1,128
13522,13522,0,1,127
13523,13523,0,1,128
13524,13524,0,1,125
13525,13525,0,1,129
13526,13526,0,1,120
13527,13527,0,1,117
13528,13528,0,1,108
13529,13529,0,1,100
13530,13530,0,1,95
13531,13531,0,1,88
13532,13532,0,1,74
13533,13533,0,1,62
13534,13534,0,1,53
13535,13535,0,1,35
13536,13536,0,1,24
13537,13537,0,1,11
13538,13538,0,1,-1
13539,13539,0,1,-13
13540,13540,0,1,-31
13541,13541,0,1,-41
13542,13542,0,1,-53
13543,13543,0,1,-63
13544,13544,0,1,-80
13545,13545,0,1,-88
13546,13546,0,1,-98
13547,13547,0,1,-104
13548,13548,0,1,-109
13549,13549,0,1,-117
13550,13550,0,1,-119
13551,13551,0,1,-118
13552,13552,0,1,-123
13553,13553,0,1,-126
13554,13554,0,1,-127
13555,13555,0,1,-132
13556,13556,0,1,-134
13557,13557,0,1,-140
13558,13558,0,1,-138
13559,13559,0,1,-135
13560,13560,0,1,-136
13561,13561,0,1,-133
13562,13562,0,1,-126
13563,13563,0,1,-123
13564,13564,0,1,-117
13565,13565,0,1,-103
13566,13566,0,1,-100
13567,13567,0,1,-84
13568,13568,0,1,-77
13569,13569,0,1,-70
13570,13570,0,1,-62
13571,13571,0,1,-52
13572,13572,0,1,-49
13573,13573,0,1,-45
13574,13574,0,1,-30
13575,13575,0,1,-20
13576,13576,0,1,-14
13577,13577,0,1,-6
13578,13578,0,1,4
13579,13579,0,1,9
13580,13580,0,1,19
13581,13581,0,1,22
13582,13582,0,1,29
13583,13583,0,1,35
13584,13584,0,1,34
13585,13585,0,1,42
13586,13586,0,1,50
13587,13587,0,1,52
13588,13588,0,1,59
13589,13589,0,1,55
13590,13590,0,1,61
13591,13591,0,1,59
13592,13592,0,1,56
13593,13593,0,1,59
13594,13594,0,1,62
13595,13595,0,1,65
13596,13596,0,1,68
13597,13597,0,1,73
13598,13598,0,1,78
13599,13599,0,1,84
13600,13600,0,1,91
13601,13601,0,1,99
13602,13602,0,1,102
13603,13603,0,1,109
13604,13604,0,1,114
13605,13605,0,1,121
13606,13606,0,1,117
13607,13607,0,1,124
13608,13608,0,1,127
13609,13609,0,1,127
13610,13610,0,1,128
13611,13611,0,1,130
13612,13612,0,1,131
13613,13613,0,1,130
13614,13614,0,1,130
13615,13615,0,1,122
13616,13616,0,1,118
13617,13617,0,1,108
13618,13618,0,1,102
13619,13619,0,1,90
13620,13620,0,1,81
13621,13621,0,1,65
13622,13622,0,1,53
13623,13623,0,1,43
13624,13624,0,1,27
13625,13625,0,1,18
13626,13626,0,1,8
13627,13627,0,1,-12
13628,13628,0,1,-23
13629,13629,0,1,-36
13630,13630,0,1,-49
13631,13631,0,1,-62
